person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file
29,120000,MORTGAGE,8.0,MEDICAL,28000,0.23,N
29,120000,MORTGAGE,3.0,EDUCATION,20000,0.17,N
29,42000,RENT,0.0,PERSONAL,15000,0.36,N
28,48500,RENT,0.0,MEDICAL,15000,0.31,Y
28,48500,RENT,4.0,PERSONAL,15000,0.31,Y
27,120000,MORTGAGE,11.0,EDUCATION,20000,0.17,N
29,120000,MORTGAGE,12.0,VENTURE,12000,0.1,N
30,48564,RENT,3.0,VENTURE,15000,0.31,N
29,120000,MORTGAGE,2.0,PERSONAL,7000,0.06,N
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,0.13,Y
30,43992,RENT,2.0,PERSONAL,15000,0.34,N
33,120000,MORTGAGE,14.0,VENTURE,2000,0.02,N
27,50000,RENT,3.0,VENTURE,15000,0.3,N
29,120000,MORTGAGE,1.0,VENTURE,5000,0.04,N
29,120000,MORTGAGE,2.0,HOMEIMPROVEMENT,6900,0.06,N
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,0.08,N
31,120000,MORTGAGE,0.0,VENTURE,12000,0.1,N
30,120000,MORTGAGE,15.0,EDUCATION,11000,0.09,N
34,120000,MORTGAGE,0.0,MEDICAL,7100,0.06,N
31,120000,MORTGAGE,6.0,MEDICAL,28000,0.23,N
27,120000,MORTGAGE,0.0,PERSONAL,7000,0.06,N
35,120000,MORTGAGE,2.0,PERSONAL,8000,0.07,N
28,120000,OWN,7.0,VENTURE,5000,0.04,N
32,120000,MORTGAGE,7.0,PERSONAL,28250,0.24,Y
34,120000,MORTGAGE,2.0,EDUCATION,4200,0.04,N
27,120000,MORTGAGE,,DEBTCONSOLIDATION,20000,0.17,N
29,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,20000,0.17,N
34,25800,OWN,18.0,EDUCATION,10000,0.39,N
28,50000,RENT,4.0,PERSONAL,15000,0.3,N
27,120000,OWN,11.0,MEDICAL,4800,0.04,N
34,120000,OWN,4.0,VENTURE,7800,0.07,N
30,120000,MORTGAGE,3.0,PERSONAL,6000,0.05,N
30,120000,MORTGAGE,12.0,DEBTCONSOLIDATION,7200,0.06,N
28,120000,MORTGAGE,3.0,MEDICAL,14500,0.12,N
27,120000,MORTGAGE,3.0,PERSONAL,14000,0.12,N
32,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,8400,0.08,N
30,44000,RENT,4.0,DEBTCONSOLIDATION,15000,0.34,N
29,120000,OWN,10.0,PERSONAL,18000,0.15,N
30,120000,MORTGAGE,13.0,EDUCATION,15000,0.13,N
28,91800,MORTGAGE,6.0,MEDICAL,10000,0.09,Y
31,120000,MORTGAGE,15.0,PERSONAL,7500,0.06,N
27,120000,MORTGAGE,11.0,PERSONAL,8000,0.07,N
30,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,3000,0.03,N
30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,4925,0.05,N
31,120000,MORTGAGE,8.0,EDUCATION,20000,0.17,N
28,120000,MORTGAGE,4.0,PERSONAL,8000,0.07,N
30,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,0.13,N
31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,35000,0.32,N
27,50000,RENT,1.0,VENTURE,15000,0.3,N
34,50000,RENT,0.0,HOMEIMPROVEMENT,15000,0.3,Y
35,120000,MORTGAGE,4.0,MEDICAL,8850,0.07,N
33,120000,MORTGAGE,6.0,MEDICAL,4500,0.04,N
28,50000,RENT,1.0,EDUCATION,15000,0.3,N
32,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,6600,0.06,N
27,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,7000,0.06,N
29,120000,OWN,4.0,VENTURE,7000,0.06,N
28,120000,MORTGAGE,11.0,EDUCATION,14400,0.12,N
30,120000,OWN,14.0,VENTURE,10000,0.08,Y
33,120000,MORTGAGE,4.0,PERSONAL,6000,0.05,N
29,120000,OWN,5.0,MEDICAL,8000,0.07,N
33,120000,MORTGAGE,3.0,MEDICAL,14000,0.12,N
29,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,5000,0.04,N
30,120000,MORTGAGE,6.0,MEDICAL,9600,0.08,N
28,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,5000,0.04,N
28,120000,MORTGAGE,12.0,EDUCATION,10000,0.08,N
32,50880,RENT,6.0,PERSONAL,15000,0.29,Y
34,120000,MORTGAGE,10.0,EDUCATION,20000,0.17,N
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,18000,0.15,N
30,120000,MORTGAGE,9.0,DEBTCONSOLIDATION,18400,0.15,N
29,25000,OWN,8.0,MEDICAL,6500,0.26,N
29,25000,OWN,5.0,MEDICAL,10000,0.4,Y
28,91800,MORTGAGE,4.0,MEDICAL,20000,0.19,N
30,120000,MORTGAGE,12.0,EDUCATION,6000,0.05,N
30,120000,MORTGAGE,3.0,EDUCATION,8000,0.07,N
33,120000,MORTGAGE,17.0,PERSONAL,15000,0.13,N
27,51395,RENT,11.0,VENTURE,15000,0.29,N
29,120000,OWN,11.0,DEBTCONSOLIDATION,5000,0.04,Y
27,120000,MORTGAGE,11.0,PERSONAL,8000,0.07,N
34,120000,MORTGAGE,4.0,MEDICAL,16800,0.14,N
30,120000,MORTGAGE,1.0,EDUCATION,4800,0.04,N
29,120000,MORTGAGE,13.0,VENTURE,10000,0.08,N
32,120000,MORTGAGE,13.0,EDUCATION,2000,0.02,N
28,120000,MORTGAGE,5.0,MEDICAL,22000,0.18,Y
34,108000,MORTGAGE,4.0,DEBTCONSOLIDATION,25000,0.23,N
27,120000,MORTGAGE,2.0,EDUCATION,7000,0.06,N
33,120000,OWN,1.0,EDUCATION,6000,0.05,N
31,120000,MORTGAGE,6.0,PERSONAL,25000,0.21,Y
30,120000,MORTGAGE,6.0,EDUCATION,14000,0.12,N
32,120000,MORTGAGE,16.0,HOMEIMPROVEMENT,5600,0.05,N
28,120000,OWN,1.0,PERSONAL,3600,0.03,N
32,52800,RENT,3.0,PERSONAL,15000,0.28,N
32,120000,MORTGAGE,9.0,VENTURE,8000,0.07,N
28,120000,MORTGAGE,0.0,PERSONAL,20000,0.17,N
29,120000,MORTGAGE,1.0,VENTURE,23000,0.19,N
33,24000,RENT,3.0,EDUCATION,1600,0.07,N
28,24000,RENT,0.0,MEDICAL,1600,0.07,N
27,120000,MORTGAGE,4.0,VENTURE,8400,0.07,N
30,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,5000,0.04,N
27,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,25000,0.21,N
33,25200,RENT,3.0,MEDICAL,1600,0.06,N
32,120000,MORTGAGE,16.0,VENTURE,25000,0.21,N
29,120000,MORTGAGE,7.0,VENTURE,12000,0.1,N
27,120000,MORTGAGE,11.0,PERSONAL,7000,0.06,N
29,120000,MORTGAGE,5.0,MEDICAL,9000,0.07,N
31,120000,MORTGAGE,9.0,MEDICAL,10000,0.08,N
27,91800,MORTGAGE,4.0,MEDICAL,25000,0.23,N
29,120000,MORTGAGE,10.0,PERSONAL,4700,0.04,N
27,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,25000,0.23,Y
33,30000,RENT,0.0,DEBTCONSOLIDATION,1600,0.05,N
28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,6000,0.05,N
29,120000,OWN,3.0,EDUCATION,7500,0.06,N
29,120000,MORTGAGE,2.0,PERSONAL,20000,0.17,N
31,120000,MORTGAGE,0.0,VENTURE,20000,0.17,N
30,38400,RENT,6.0,DEBTCONSOLIDATION,1600,0.04,N
29,120000,MORTGAGE,13.0,HOMEIMPROVEMENT,7000,0.06,N
27,33000,RENT,11.0,HOMEIMPROVEMENT,1600,0.05,Y
31,40000,RENT,9.0,VENTURE,1600,0.04,N
31,40000,RENT,0.0,MEDICAL,1600,0.04,N
30,120000,MORTGAGE,14.0,VENTURE,7500,0.06,N
35,34000,RENT,1.0,VENTURE,1600,0.05,Y
30,42000,RENT,1.0,PERSONAL,1600,0.04,N
32,36000,RENT,5.0,DEBTCONSOLIDATION,1600,0.04,Y
31,25000,OWN,4.0,HOMEIMPROVEMENT,3075,0.12,N
29,42000,RENT,4.0,VENTURE,1600,0.04,Y
29,43200,RENT,4.0,EDUCATION,1600,0.04,N
31,120000,MORTGAGE,9.0,VENTURE,9000,0.07,N
27,120000,MORTGAGE,11.0,EDUCATION,20000,0.17,Y
27,120000,MORTGAGE,4.0,PERSONAL,6000,0.05,N
27,120000,MORTGAGE,2.0,MEDICAL,16000,0.13,N
27,51000,RENT,9.0,VENTURE,1600,0.03,N
29,120000,MORTGAGE,2.0,EDUCATION,5000,0.04,N
29,120000,MORTGAGE,3.0,MEDICAL,6250,0.05,Y
28,91800,MORTGAGE,1.0,MEDICAL,15000,0.14,Y
34,51600,RENT,,MEDICAL,1600,0.03,Y
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,10000,0.08,N
29,63500,RENT,4.0,DEBTCONSOLIDATION,1600,0.03,N
29,67171,RENT,13.0,MEDICAL,1600,0.02,N
28,120000,MORTGAGE,12.0,VENTURE,20000,0.17,N
29,108000,MORTGAGE,2.0,PERSONAL,24500,0.23,N
29,68000,RENT,4.0,EDUCATION,1600,0.02,N
31,91800,MORTGAGE,0.0,MEDICAL,2225,0.02,N
34,91800,MORTGAGE,0.0,MEDICAL,25000,0.23,Y
32,120000,MORTGAGE,16.0,HOMEIMPROVEMENT,6000,0.05,N
28,120000,MORTGAGE,0.0,EDUCATION,1000,0.01,N
32,91800,MORTGAGE,8.0,MEDICAL,24625,0.23,Y
30,120000,MORTGAGE,15.0,MEDICAL,8275,0.07,N
27,120000,MORTGAGE,7.0,EDUCATION,3775,0.03,N
29,120000,MORTGAGE,8.0,VENTURE,5000,0.04,N
32,86000,RENT,4.0,EDUCATION,1600,0.02,Y
29,24996,OWN,2.0,VENTURE,8000,0.32,N
34,120579,MORTGAGE,9.0,DEBTCONSOLIDATION,9600,0.08,Y
34,120602,MORTGAGE,4.0,MEDICAL,20000,0.17,N
33,120999,MORTGAGE,7.0,HOMEIMPROVEMENT,15200,0.13,Y
30,10800,RENT,1.0,PERSONAL,1500,0.14,N
27,121000,MORTGAGE,3.0,HOMEIMPROVEMENT,16800,0.14,N
33,12000,RENT,0.0,MEDICAL,1500,0.13,N
31,121000,MORTGAGE,15.0,DEBTCONSOLIDATION,25000,0.21,Y
33,121000,MORTGAGE,0.0,EDUCATION,17600,0.15,N
34,12996,RENT,0.0,MEDICAL,1500,0.12,N
28,121008,MORTGAGE,0.0,PERSONAL,5400,0.04,N
28,92801,MORTGAGE,12.0,MEDICAL,20000,0.18,Y
32,121500,MORTGAGE,11.0,VENTURE,6000,0.05,N
29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,7200,0.06,N
29,109900,MORTGAGE,9.0,EDUCATION,15000,0.14,Y
28,122000,MORTGAGE,11.0,VENTURE,15000,0.12,Y
27,24840,OWN,0.0,MEDICAL,11500,0.46,N
30,122000,MORTGAGE,11.0,HOMEIMPROVEMENT,11200,0.09,N
34,14400,RENT,4.0,DEBTCONSOLIDATION,1500,0.1,Y
27,122000,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,0.07,N
31,122000,MORTGAGE,3.0,HOMEIMPROVEMENT,6000,0.05,N
32,122004,MORTGAGE,13.0,HOMEIMPROVEMENT,10000,0.08,N
34,122400,MORTGAGE,5.0,MEDICAL,6800,0.06,N
32,122400,MORTGAGE,16.0,MEDICAL,10000,0.08,N
27,122880,MORTGAGE,3.0,VENTURE,35000,0.28,N
27,123000,MORTGAGE,0.0,VENTURE,13225,0.11,Y
32,123000,MORTGAGE,16.0,VENTURE,15200,0.12,Y
31,123000,MORTGAGE,7.0,MEDICAL,15000,0.12,N
28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,25000,0.23,N
28,123000,OWN,7.0,PERSONAL,4000,0.03,N
31,123000,MORTGAGE,15.0,VENTURE,19000,0.15,Y
31,94350,MORTGAGE,5.0,MEDICAL,15000,0.14,N
30,111000,MORTGAGE,2.0,HOMEIMPROVEMENT,12500,0.11,N
34,18000,RENT,0.0,MEDICAL,1500,0.08,N
28,123504,MORTGAGE,12.0,VENTURE,18000,0.15,N
27,123996,MORTGAGE,11.0,MEDICAL,6500,0.05,N
33,124000,MORTGAGE,6.0,DEBTCONSOLIDATION,14000,0.11,N
27,124000,MORTGAGE,9.0,PERSONAL,4350,0.04,N
29,124000,MORTGAGE,11.0,HOMEIMPROVEMENT,2000,0.02,N
34,124000,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,0.1,N
29,124000,MORTGAGE,13.0,MEDICAL,8100,0.07,N
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,24250,0.2,N
33,124000,OWN,10.0,PERSONAL,23500,0.19,Y
27,19200,RENT,4.0,PERSONAL,1500,0.08,N
35,124596,MORTGAGE,1.0,EDUCATION,20000,0.16,N
31,24000,OWN,14.0,PERSONAL,2000,0.08,N
29,24000,OWN,3.0,PERSONAL,7200,0.3,N
27,20004,RENT,0.0,VENTURE,1500,0.07,N
28,124800,MORTGAGE,1.0,VENTURE,15000,0.12,Y
31,124992,MORTGAGE,15.0,DEBTCONSOLIDATION,24000,0.19,N
27,125000,MORTGAGE,7.0,EDUCATION,9000,0.07,N
29,125000,MORTGAGE,6.0,VENTURE,3400,0.03,N
32,125000,MORTGAGE,4.0,EDUCATION,9000,0.07,N
30,125000,MORTGAGE,14.0,VENTURE,7000,0.06,N
28,125000,MORTGAGE,12.0,PERSONAL,30000,0.24,N
30,21600,RENT,1.0,PERSONAL,1500,0.07,N
31,125000,OWN,5.0,MEDICAL,30000,0.24,N
30,21600,RENT,2.0,DEBTCONSOLIDATION,1500,0.07,Y
32,125000,MORTGAGE,3.0,VENTURE,21000,0.17,N
28,22968,RENT,4.0,MEDICAL,1500,0.07,N
29,125000,MORTGAGE,4.0,MEDICAL,24000,0.19,N
31,24000,RENT,0.0,HOMEIMPROVEMENT,1500,0.06,N
34,125000,MORTGAGE,0.0,MEDICAL,9175,0.07,N
33,125000,MORTGAGE,17.0,MEDICAL,8800,0.07,N
27,125000,MORTGAGE,11.0,MEDICAL,30000,0.24,N
28,24840,RENT,2.0,EDUCATION,1500,0.06,N
31,125000,MORTGAGE,5.0,MEDICAL,18000,0.14,N
28,125000,MORTGAGE,0.0,VENTURE,7500,0.06,N
33,125000,MORTGAGE,8.0,HOMEIMPROVEMENT,10975,0.09,N
29,26000,RENT,2.0,VENTURE,1500,0.06,Y
30,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,30000,0.27,Y
30,53000,RENT,7.0,PERSONAL,15000,0.28,N
31,48000,RENT,12.0,DEBTCONSOLIDATION,15000,0.31,Y
30,125000,MORTGAGE,14.0,HOMEIMPROVEMENT,25000,0.2,N
29,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,0.08,N
29,125000,MORTGAGE,13.0,EDUCATION,14400,0.12,N
28,54996,RENT,8.0,PERSONAL,15000,0.27,Y
27,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,24000,0.19,N
32,54996,RENT,4.0,VENTURE,15000,0.27,N
29,125000,MORTGAGE,5.0,PERSONAL,12000,0.1,N
31,125000,MORTGAGE,2.0,PERSONAL,25000,0.2,N
29,125000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,0.08,Y
32,125000,MORTGAGE,2.0,PERSONAL,20000,0.16,N
35,125000,MORTGAGE,8.0,VENTURE,17000,0.14,N
28,125000,OWN,4.0,PERSONAL,10000,0.08,N
27,55000,RENT,4.0,VENTURE,15000,0.27,N
28,113000,MORTGAGE,1.0,PERSONAL,13200,0.12,N
33,125000,MORTGAGE,2.0,MEDICAL,20000,0.16,N
28,55000,RENT,3.0,HOMEIMPROVEMENT,15000,0.27,Y
27,125000,MORTGAGE,2.0,EDUCATION,8000,0.06,N
29,125000,MORTGAGE,2.0,MEDICAL,3500,0.03,N
28,24000,OWN,,VENTURE,3000,0.13,N
29,125000,MORTGAGE,12.0,PERSONAL,25000,0.2,N
27,24000,OWN,0.0,VENTURE,8500,0.35,N
30,24000,OWN,,PERSONAL,6000,0.25,N
29,24000,OWN,11.0,VENTURE,10000,0.42,N
28,125000,MORTGAGE,13.0,VENTURE,15000,0.12,N
29,96050,MORTGAGE,7.0,MEDICAL,15200,0.13,Y
30,125000,MORTGAGE,5.0,MEDICAL,8000,0.06,N
31,125000,MORTGAGE,4.0,VENTURE,12500,0.1,N
27,125000,OWN,7.0,PERSONAL,13200,0.11,N
28,50000,RENT,4.0,DEBTCONSOLIDATION,15000,0.3,N
31,24000,OWN,4.0,MEDICAL,2500,0.1,Y
28,125000,MORTGAGE,8.0,EDUCATION,8000,0.06,N
29,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,6400,0.05,Y
34,125000,MORTGAGE,4.0,MEDICAL,12000,0.1,N
27,125000,MORTGAGE,7.0,HOMEIMPROVEMENT,20000,0.16,Y
28,56496,RENT,0.0,DEBTCONSOLIDATION,15000,0.27,N
29,113000,MORTGAGE,5.0,PERSONAL,25000,0.22,Y
29,57000,RENT,4.0,PERSONAL,15000,0.26,N
29,125000,MORTGAGE,2.0,HOMEIMPROVEMENT,8500,0.07,Y
29,113000,MORTGAGE,5.0,HOMEIMPROVEMENT,25000,0.22,N
27,125000,MORTGAGE,11.0,PERSONAL,15975,0.13,Y
33,125000,OWN,17.0,PERSONAL,3000,0.02,N
30,125000,MORTGAGE,14.0,HOMEIMPROVEMENT,5750,0.05,N
30,96053,MORTGAGE,15.0,MEDICAL,30000,0.27,N
33,51500,RENT,2.0,MEDICAL,15000,0.29,N
27,57720,RENT,12.0,DEBTCONSOLIDATION,15000,0.26,N
30,58000,RENT,2.0,MEDICAL,15000,0.26,N
28,125004,MORTGAGE,9.0,PERSONAL,12000,0.1,N
28,125600,MORTGAGE,0.0,PERSONAL,13800,0.11,N
28,126000,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,0.1,N
28,126000,MORTGAGE,12.0,VENTURE,2000,0.02,N
34,126000,MORTGAGE,2.0,VENTURE,9600,0.08,N
29,126000,MORTGAGE,5.0,VENTURE,7000,0.06,N
30,126000,MORTGAGE,6.0,VENTURE,8000,0.06,N
33,126000,MORTGAGE,17.0,HOMEIMPROVEMENT,9500,0.08,N
29,126000,MORTGAGE,2.0,EDUCATION,6450,0.05,N
29,126000,MORTGAGE,0.0,HOMEIMPROVEMENT,11000,0.09,N
30,114000,MORTGAGE,14.0,HOMEIMPROVEMENT,15000,0.13,N
29,58000,RENT,4.0,MEDICAL,15000,0.26,Y
27,126000,MORTGAGE,11.0,PERSONAL,5500,0.04,N
33,24000,OWN,2.0,HOMEIMPROVEMENT,1875,0.08,N
29,126000,MORTGAGE,11.0,HOMEIMPROVEMENT,15000,0.12,N
32,24000,OWN,5.0,EDUCATION,2850,0.12,N
27,59200,RENT,4.0,DEBTCONSOLIDATION,15000,0.25,N
31,59534,RENT,5.0,PERSONAL,15000,0.25,Y
31,24000,OWN,0.0,EDUCATION,6200,0.26,N
30,126132,MORTGAGE,1.0,VENTURE,14400,0.11,Y
30,54000,RENT,9.0,HOMEIMPROVEMENT,15000,0.28,Y
35,126400,MORTGAGE,0.0,DEBTCONSOLIDATION,13000,0.1,N
29,114500,MORTGAGE,13.0,DEBTCONSOLIDATION,30000,0.26,N
35,126696,MORTGAGE,19.0,MEDICAL,24250,0.19,N
27,127000,MORTGAGE,6.0,PERSONAL,21000,0.17,N
29,127000,MORTGAGE,1.0,PERSONAL,24250,0.19,N
30,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,20000,0.17,N
28,127000,MORTGAGE,9.0,DEBTCONSOLIDATION,8400,0.07,N
33,116000,MORTGAGE,2.0,HOMEIMPROVEMENT,5000,0.04,N
27,128000,MORTGAGE,11.0,VENTURE,32000,0.25,N
27,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,18000,0.14,N
27,116000,MORTGAGE,0.0,EDUCATION,3500,0.03,N
27,116000,MORTGAGE,4.0,HOMEIMPROVEMENT,25000,0.22,Y
32,128004,OWN,0.0,VENTURE,11000,0.09,N
34,128148,MORTGAGE,2.0,DEBTCONSOLIDATION,15000,0.12,N
28,128400,MORTGAGE,3.0,PERSONAL,4000,0.03,Y
27,116899,MORTGAGE,12.0,DEBTCONSOLIDATION,12000,0.1,N
35,60000,RENT,4.0,DEBTCONSOLIDATION,15000,0.25,Y
31,60000,RENT,11.0,EDUCATION,15000,0.25,N
27,129700,MORTGAGE,1.0,PERSONAL,10000,0.08,N
27,129900,MORTGAGE,11.0,MEDICAL,3100,0.02,N
29,129996,MORTGAGE,0.0,EDUCATION,30000,0.23,N
27,129996,MORTGAGE,11.0,PERSONAL,4800,0.04,N
30,130000,MORTGAGE,14.0,VENTURE,4000,0.03,N
30,130000,MORTGAGE,8.0,VENTURE,27000,0.21,N
31,60000,RENT,4.0,EDUCATION,15000,0.25,N
27,130000,OWN,3.0,MEDICAL,15000,0.12,N
35,130000,MORTGAGE,15.0,DEBTCONSOLIDATION,5000,0.04,N
35,60000,RENT,18.0,HOMEIMPROVEMENT,15000,0.25,N
30,130000,MORTGAGE,14.0,VENTURE,7000,0.05,N
27,130000,MORTGAGE,11.0,DEBTCONSOLIDATION,10200,0.08,N
32,130000,MORTGAGE,7.0,MEDICAL,13000,0.1,N
33,54000,RENT,17.0,DEBTCONSOLIDATION,15000,0.28,N
29,130000,OWN,7.0,VENTURE,7000,0.05,N
31,60000,RENT,6.0,VENTURE,15000,0.25,N
34,130000,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,0.15,N
32,130000,MORTGAGE,12.0,MEDICAL,16500,0.13,N
29,130000,MORTGAGE,5.0,EDUCATION,24800,0.19,N
33,118000,MORTGAGE,12.0,DEBTCONSOLIDATION,35000,0.3,Y
31,130000,MORTGAGE,15.0,MEDICAL,1600,0.01,Y
34,60000,RENT,2.0,MEDICAL,15000,0.25,N
33,130000,MORTGAGE,7.0,PERSONAL,2400,0.02,N
29,130000,MORTGAGE,9.0,DEBTCONSOLIDATION,4200,0.03,N
30,130000,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,0.08,N
32,130000,MORTGAGE,3.0,EDUCATION,28000,0.22,N
34,54000,RENT,2.0,HOMEIMPROVEMENT,15000,0.28,Y
27,130000,MORTGAGE,3.0,VENTURE,24000,0.18,N
31,130000,MORTGAGE,10.0,MEDICAL,9800,0.08,N
33,60000,RENT,0.0,PERSONAL,15000,0.25,Y
35,54000,RENT,1.0,VENTURE,15000,0.28,Y
32,130000,MORTGAGE,13.0,EDUCATION,7500,0.06,N
30,130000,MORTGAGE,3.0,EDUCATION,33250,0.26,Y
28,118000,MORTGAGE,6.0,PERSONAL,25000,0.21,Y
28,61000,RENT,12.0,HOMEIMPROVEMENT,15000,0.25,N
27,130000,MORTGAGE,11.0,EDUCATION,11000,0.08,N
27,130000,MORTGAGE,2.0,VENTURE,5000,0.04,N
27,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,15000,0.12,N
27,130000,MORTGAGE,0.0,PERSONAL,8000,0.06,Y
28,130000,MORTGAGE,12.0,PERSONAL,13000,0.1,N
32,118000,MORTGAGE,3.0,DEBTCONSOLIDATION,8875,0.08,N
34,130000,MORTGAGE,5.0,MEDICAL,6450,0.05,N
31,55200,RENT,5.0,MEDICAL,15000,0.27,Y
28,61500,RENT,2.0,MEDICAL,15000,0.24,N
35,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,7000,0.05,Y
34,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,0.04,N
27,61584,RENT,3.0,VENTURE,15000,0.24,N
35,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,9000,0.07,Y
29,61656,RENT,4.0,VENTURE,15000,0.24,N
27,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,21000,0.16,N
28,62000,RENT,0.0,EDUCATION,15000,0.24,N
33,118000,MORTGAGE,5.0,DEBTCONSOLIDATION,25000,0.21,Y
32,62000,RENT,5.0,MEDICAL,15000,0.24,Y
33,130000,MORTGAGE,9.0,PERSONAL,25000,0.19,Y
28,130000,OWN,10.0,EDUCATION,24000,0.18,N
27,130000,OWN,12.0,VENTURE,21000,0.16,N
30,22800,OWN,,VENTURE,7000,0.31,N
33,62400,RENT,4.0,EDUCATION,15000,0.24,N
28,130000,MORTGAGE,1.0,EDUCATION,5600,0.04,N
28,57000,RENT,2.0,VENTURE,15000,0.26,N
32,130000,MORTGAGE,0.0,PERSONAL,12000,0.09,N
29,130000,MORTGAGE,13.0,VENTURE,17500,0.13,N
32,57223,RENT,0.0,PERSONAL,15000,0.26,N
29,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,18000,0.14,Y
30,130000,MORTGAGE,14.0,MEDICAL,6000,0.05,N
28,130000,MORTGAGE,0.0,EDUCATION,9000,0.07,N
30,130000,MORTGAGE,1.0,HOMEIMPROVEMENT,8500,0.07,Y
34,118000,MORTGAGE,1.0,EDUCATION,25000,0.21,N
29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,6000,0.05,Y
27,130000,MORTGAGE,12.0,PERSONAL,5000,0.04,N
28,130000,MORTGAGE,2.0,HOMEIMPROVEMENT,12000,0.09,Y
35,130000,MORTGAGE,2.0,PERSONAL,12000,0.09,N
34,64000,RENT,5.0,EDUCATION,15000,0.23,N
28,65000,RENT,13.0,HOMEIMPROVEMENT,15000,0.23,N
29,130900,MORTGAGE,11.0,VENTURE,4800,0.04,N
30,22584,OWN,,MEDICAL,5000,0.22,N
27,119000,MORTGAGE,7.0,DEBTCONSOLIDATION,30000,0.25,N
32,131000,MORTGAGE,2.0,DEBTCONSOLIDATION,11200,0.09,N
28,131004,MORTGAGE,5.0,EDUCATION,25000,0.19,N
30,131004,MORTGAGE,14.0,VENTURE,5000,0.04,N
28,131040,MORTGAGE,0.0,VENTURE,10000,0.08,Y
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,10000,0.08,N
29,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,14000,0.12,N
35,132000,MORTGAGE,14.0,PERSONAL,22000,0.17,N
32,132000,MORTGAGE,2.0,VENTURE,18000,0.14,N
28,132000,MORTGAGE,5.0,DEBTCONSOLIDATION,25000,0.19,N
32,132000,MORTGAGE,16.0,HOMEIMPROVEMENT,25000,0.19,N
28,132650,MORTGAGE,12.0,MEDICAL,20000,0.15,N
34,65000,RENT,3.0,PERSONAL,15000,0.23,Y
35,133000,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,0.11,N
29,65000,RENT,5.0,VENTURE,15000,0.23,N
31,121000,MORTGAGE,2.0,VENTURE,12000,0.1,Y
29,65000,RENT,4.0,EDUCATION,15000,0.23,N
34,121000,MORTGAGE,8.0,HOMEIMPROVEMENT,12000,0.1,Y
27,65000,RENT,5.0,EDUCATION,15000,0.23,Y
30,134000,MORTGAGE,14.0,DEBTCONSOLIDATION,5600,0.04,N
29,134000,MORTGAGE,9.0,DEBTCONSOLIDATION,6000,0.04,N
35,122000,MORTGAGE,3.0,VENTURE,25000,0.2,N
29,134000,MORTGAGE,2.0,PERSONAL,8000,0.06,N
30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,24000,0.18,Y
31,134748,MORTGAGE,15.0,VENTURE,18000,0.13,N
28,51850,RENT,12.0,MEDICAL,15000,0.25,N
29,67000,RENT,1.0,EDUCATION,15000,0.22,N
33,135000,MORTGAGE,13.0,DEBTCONSOLIDATION,12000,0.09,N
30,135000,MORTGAGE,8.0,DEBTCONSOLIDATION,32000,0.24,N
